F1,F2,F3,F4,F5,F6,F7,F8,label
294.0,4.8061224489795915,0.43197278911564624,0.1836734693877551,1.6870748299319729,0.7040816326530612,0.84,0.0,0
172.0,4.883720930232558,0.47674418604651164,0.12790697674418605,1.505813953488372,0.7732558139534884,0.78,0.0,0
425.0,4.992941176470588,0.4329411764705882,0.15764705882352942,1.6564705882352941,0.6941176470588235,0.92,0.0,0
329.0,4.811550151975684,0.541033434650456,0.1519756838905775,1.3920972644376899,0.6838905775075987,0.9,0.0,0
320.0,4.75,0.4,0.134375,1.4625,0.675,0.58,0.0,0
244.0,5.10655737704918,0.48360655737704916,0.13114754098360656,1.6926229508196722,0.819672131147541,1.0,0.0,0
216.0,4.222222222222222,0.30092592592592593,0.09259259259259259,1.4305555555555556,0.6296296296296297,0.74,0.0,0
78.0,4.487179487179487,0.358974358974359,0.21794871794871795,1.435897435897436,0.7435897435897436,1.06,0.0,0
29.0,4.9655172413793105,0.3793103448275862,0.27586206896551724,1.5862068965517242,0.9655172413793104,0.6896551724137931,0.0,0
333.0,4.951951951951952,0.3963963963963964,0.12012012012012012,1.5975975975975976,0.6696696696696697,0.78,0.0,0
45.0,4.377777777777778,0.4444444444444444,0.17777777777777778,1.488888888888889,0.9333333333333333,0.9777777777777777,0.0,0
375.0,5.210666666666667,0.648,0.152,1.92,0.5893333333333334,0.84,0.0,0
243.0,4.995884773662551,0.46502057613168724,0.13580246913580246,1.5843621399176955,0.5555555555555556,1.02,0.0,0
418.0,4.861244019138756,0.47607655502392343,0.1339712918660287,1.5263157894736843,0.6794258373205742,0.58,1.0,0
409.0,4.897310513447433,0.5770171149144254,0.15892420537897312,1.5354523227383863,0.6894865525672371,0.76,0.0,0
478.0,4.943514644351464,0.49581589958158995,0.1903765690376569,1.594142259414226,0.6673640167364017,0.88,0.0,0
197.0,4.715736040609137,0.4619289340101523,0.17258883248730963,1.4720812182741116,0.7563451776649747,1.02,0.0,0
399.0,4.709273182957394,0.43358395989974935,0.18045112781954886,1.4761904761904763,0.6766917293233082,1.28,0.0,0
254.0,5.05511811023622,0.531496062992126,0.1220472440944882,1.795275590551181,0.7283464566929134,0.62,0.0,0
68.0,4.911764705882353,0.5294117647058824,0.22058823529411764,1.6029411764705883,0.7794117647058824,0.72,0.0,0
224.0,4.745535714285714,0.42410714285714285,0.17410714285714285,1.5401785714285714,0.6830357142857143,0.88,0.0,0
70.0,5.042857142857143,0.4857142857142857,0.2,1.6285714285714286,0.6428571428571429,0.96,0.0,0
12.0,6.5,0.75,0.0,2.0,1.0,0.25,0.0,0
216.0,4.601851851851852,0.32407407407407407,0.13425925925925927,1.4953703703703705,0.6712962962962963,0.62,1.0,0
51.0,4.823529411764706,0.5294117647058824,0.13725490196078433,1.5490196078431373,0.8823529411764706,0.54,0.0,0
16.0,5.0,0.5625,0.1875,2.125,0.75,0.75,0.0,0
120.0,5.1,0.44166666666666665,0.13333333333333333,1.9,0.6666666666666666,0.58,0.0,0
343.0,4.889212827988338,0.5160349854227405,0.11370262390670553,1.5830903790087463,0.641399416909621,0.9,0.0,0
43.0,4.906976744186046,0.5348837209302325,0.11627906976744186,1.5813953488372092,0.9534883720930233,0.7441860465116279,0.0,0
314.0,4.8949044585987265,0.5095541401273885,0.12101910828025478,1.5318471337579618,0.7229299363057324,0.96,0.0,0
166.0,4.728915662650603,0.35542168674698793,0.1566265060240964,1.5903614457831325,0.6686746987951807,0.84,0.0,0
420.0,4.988095238095238,0.46904761904761905,0.12857142857142856,1.5714285714285714,0.6642857142857143,0.82,0.0,0
359.0,5.0194986072423395,0.43175487465181056,0.18384401114206128,1.7604456824512535,0.5041782729805014,0.88,0.0,0
304.0,5.302631578947368,0.4506578947368421,0.1611842105263158,1.7532894736842106,0.7138157894736842,0.58,0.0,0
204.0,5.200980392156863,0.5245098039215687,0.05392156862745098,1.8186274509803921,0.7892156862745098,0.8,0.0,0
54.0,4.888888888888889,0.5,0.14814814814814814,1.6111111111111112,0.7592592592592593,0.52,0.0,0
193.0,4.66321243523316,0.5077720207253886,0.12953367875647667,1.4455958549222798,0.6476683937823834,0.74,0.0,0
323.0,5.5170278637770895,0.5263157894736842,0.0804953560371517,1.804953560371517,0.718266253869969,0.8,1.0,0
358.0,4.932960893854749,0.5111731843575419,0.18994413407821228,1.6368715083798884,0.7905027932960894,0.62,1.0,0
166.0,4.331325301204819,0.40963855421686746,0.15060240963855423,1.3132530120481927,0.7108433734939759,0.58,0.0,0
